Fonte,Texto,Label
critica_da_razao_pura.pdf,"s seus limites. O postulado para o conhecimento da “realidade” das coisas exige uma “percepção”; isto é, uma sensação acompanhada de consciência (embora não imediata) do próprio objeto cuja existência devemos conhecer; mas também é preciso que este objetivo esteja de acordo com alguma percepção real segundo as analogias da experiência, as que patenteiam o entrosamento real na experiência possível.",0
critica_da_razao_pura.pdf,"trosamento real na experiência possível. Nenhuma característic a da existência de uma coisa pode, de qualquer forma, ser encontrada em seu simples “conceito”. Porque mesmo que esse conceito seja tão completo que nele nada falte para imaginar uma coisa com as suas determinações internas, a existência, sem embargo, nada tem de comum com todas essas determinações; a questão fica reduzida apenas a sab",0
critica_da_razao_pura.pdf,"es; a questão fica reduzida apenas a sabermos se uma coisa nos é dada de maneira que a sua percepção possa preceder sempre ao conceito. O conceito, precedendo a percepção, significa a simples possibilidade da coisa; a percepção que dá ao conceito a matéria é unicamente o caráter da realidade. Porém, podemos também conhecer a existência de uma coisa antes de percebê-la, por conseguinte, relativamen",0
critica_da_razao_pura.pdf,"percebê-la, por conseguinte, relativamente “a priori”, desde que esteja unida a determinadas percepções, segundo os princípios do seu enlace empírico (as analo gias). Então, de fato, a existência da coisa está ligada com as nossas percepções numa possível experiência, e podemos, seguindo o fio dessas analo gias, passar da nossa percepção real à coisa na série de possíveis percepções. É assim que c",0
critica_da_razao_pura.pdf,"e de possíveis percepções. É assim que conhecemos pela percepção da agulha de ferro imantada a existência de uma matéria magnética nos corpos, apesar de ser-nos impossível a percepção imediata desta matéria pela natureza dos nossos órgáos; porque pelas leis da sensibilidade e “contextus” de nossas percepções chegaríamos numa experiência a ter a intuição imediata desta matéria se os nossos sentidos",0
critica_da_razao_pura.pdf,"iata desta matéria se os nossos sentidos fossem mais delicados, porém, o limite desses senti dos nada faz à forma da experiência possível em geral. Até onde chega a percepção e o que dela depende, segundo leis empíricas, até ali também chega o nosso conhecimento da existência das coisas; se não começarmos pela experiência ou se não procedermos seguindo as leis do encadeamento empírico dos fenômeno",0
critica_da_razao_pura.pdf,"is do encadeamento empírico dos fenômenos, em vão pretenderemos adivinhar ou conhecer a existência das coi sas. O idealismo faz graves objeções contra essas regras da demonstração mediata da existência, e por isso é esta a ocasião de refutá-lo.",0
critica_da_razao_pura.pdf,"Refutação do Idealismo O idealismo (quero dizer, o mat erial) é a teoria que declara a existência de objetos exteriores no espaço como duvidosa e indemonstrável, como falsa e impossível. A primeira doutrina é o idealismo “problemático” de Descartes, que admite somente como irrefutável esta asserção empírica: “eu sou”; a segunda é o idealismo “dogmático” de Berkeley, que considera o Espaço com toda",0
critica_da_razao_pura.pdf,"erkeley, que considera o Espaço com todas as coisas das quais é inseparável como algo impossível em si, e, por conseguinte, como vãs quimeras as coisas que nele se produzem. O idealismo dogmático é inevitável quando se faz do espaço uma propriedade pertinente às coisas em si: porque então ele bem como tudo o que o condiciona é um nada. Entretanto, na estética transcendental destruímos todos os pri",0
critica_da_razao_pura.pdf,"a transcendental destruímos todos os princípios deste idealismo. O idealismo problemático, que nada afirma neste parti cular, mas que sustenta apenas nossa impotência para demonstrar pela experiência imediata uma existência diferente à nossa, é racional e demonstra uma investigação filosófica e fundamental, que não consente em formular um juízo decisiv o senão após ter achado uma prova suficiente.",0
critica_da_razao_pura.pdf,"ão após ter achado uma prova suficiente. Trata-se, pois, de demonstrar, que não somente nós “imaginamos” as coisas externas, mas que temos também a “experiência”, o que somente podemos obter demonstrando . que nossa experiência interna, indubitável para Descartes, é possível somente sob a suposição da experiência externa. Teorema - A simples consciência da minha própria existência, embora empirica",0
critica_da_razao_pura.pdf,"inha própria existência, embora empiricamente determinada, demonstra a existência de objetos fora de mim no Espaço PROVA Eu tenho consciência da minha existência como determinada no Tempo. Toda determinação supõe algo “permanente” na percepção. Mas esse permanente não pode ser algo em mim, justamente pela razão que a minha existência não pode ser determinada no tempo senão pelo permanente. A perce",0
critica_da_razao_pura.pdf," no tempo senão pelo permanente. A percepção deste permanente só é possível por meio de uma “coisa” que exista fora de mim e não simplesmente pela representação de uma coisa ex terna a mim. Por conseguinte, a determinação da minha existência no Tempo só é possível pela existência de coisas reais que percebo fora de mim. Mas como esta consciência no Tempo está necessaria mente ligada à consciência ",0
critica_da_razao_pura.pdf,"á necessaria mente ligada à consciência da possibilidade desta determinação do Tempo, segue -se daí que também está necessariamente ligada com a existência das coisas fora de mim, como à condição da determinação do Tempo; quer dizer, que a consciência da minha própria existência é ao mesmo tempo uma consciência imediata da existência de outras coi sas externas. Primeira Observação — Notar-se-á na ",0
critica_da_razao_pura.pdf,"as. Primeira Observação — Notar-se-á na prova precedente que rebatemos o jogo do Idealismo com as suas próprias armas e que nos deu um resul tado contraproducente para ele. Este admitia que a única experiência imediata era a interna e que daí somente se deduzia a existência das coisas externas; porém, isto sem certeza, como sempre que se deduz de efeitos",0
critica_da_razao_pura.pdf,"dados causas “determinadas”, e porque a causa das representações pode-se encontrar também em nós, podendo acontecer atribuí-las falsamente a coisas externas. Demonstramos, porém, que a experiência externa é propriamente imediata e que somente por meio desta, não a consciência da nossa própria existência, porém, sim, a determinação desta exis tência no Tempo, quer dizer, a experiência interna. Está",0
critica_da_razao_pura.pdf," quer dizer, a experiência interna. Está claro, que a representação “eu sou”, que exprime a consciência que pode acompanhar todo pensamento é o que encerra imediatamente em si a existência de um sujeito, porém, nenhum “conhecimento”, por conseguinte, nenhum conheci mento empírico, quer dizer, nenhuma experiência. É mister para isto, além do pensamento de algo existente, a intuição, e aqui, a intui",0
critica_da_razao_pura.pdf,"o existente, a intuição, e aqui, a intuição interna, em cuja relação, isto é, ao Tempo, deve o su jeito ser determinado o que somente por meio de objetos externos pode realizar-se, de tal maneira, que a própria experiência não é possível senão mediatamente e por meio da experiência externa. Segunda Observação — O que acabamos de dizer está perfeitamente de acordo com todo uso experimental da nossa",0
critica_da_razao_pura.pdf,"cordo com todo uso experimental da nossa faculdade de conhecer na determinação do Tempo. Não somente não pode mos perceber nenhuma determinação do tempo a não ser pela mudança nas relações exteriores (o movimento) relativo ao permanente do Espaço (por exemplo, o movimento do Sol relativamente aos objetos da Terra), senão que nada temos permanente que possamos submeter como intuição ao conceito de ",0
critica_da_razao_pura.pdf,"s submeter como intuição ao conceito de uma substância, a não ser a “matéria”. E note -se que esta permanência não foi tirada de modo algum da experiência externa, senão suposta “a priori”, como condição necessária de toda determinação de Tempo e, por conseguinte, também, como determinação do sentido interno relativamente à nossa própria existência pela existência das coisas externas. A consciênci",0
critica_da_razao_pura.pdf,"tência das coisas externas. A consciência de mim mesmo na representa ção “eu”, não é de modo algum uma intuição, é uma representação puramente intelectual da espontaneidade de um sujeito pensante. Esse não contém, pois, o menor predicado da intuição que, como permanente, possa servir de correlativo à de terminação do Tempo no sentido interno, como, por exemplo, a impenetrabilidade da matéria, como",0
critica_da_razao_pura.pdf,"lo, a impenetrabilidade da matéria, como intuição empírica. Terceira Observação — Pelo fato da existência de objetos exteriores ser necessária para possibilidade da consciência determinada de nós mesmos, não significa que toda representação intui tiva de coisas externas contenha ao mesmo tempo a sua existência, pois esta representação pode muito bem ser consequência da imaginação (como acontece no",0
critica_da_razao_pura.pdf,"equência da imaginação (como acontece nos sonhos e na loucura); porém, ela, entretanto, somente se manifesta pela reprodução de antigas percepções, a que, como já demonstramos, somente são possíveis pela “realidade” de objetos “externos”. Foi, pois, suficiente demonstrar que a expe riência interna em geral somente é possível pela experiência externa em geral. Para certificarmo-nos de que tal ou qu",0
critica_da_razao_pura.pdf,". Para certificarmo-nos de que tal ou qual pretendida experiência não é um simples brinquedo da nossa imaginação, consegue -se por meio das suas determinações pa rticulares e dos critérios de toda experiência real.",0
critica_da_razao_pura.pdf,"Finalmente, o terceiro postulado se refere à necessidade material na existência e não à puramente formal e lógica no entrosamento de conceitos. Mas, como nenhuma existência de objetivos dos sentidos pode ser conhecida completamente “a priori”, senão relativamente, isto é, pela relação a outro objeto já conhecido, que nunca poderá referir-se mais que a uma existência compreendida de alguma forma no",0
critica_da_razao_pura.pdf,"istência compreendida de alguma forma no conjunto da experiência, da qual a percepção dada forma parte; a necessidade da existência nunca pode ser conhecida por conceitos senão pelo entrosamento que a une no que é perceptível segundo as leis gerais da expe riência. Por outro lado, como a só existência que se pode reconhecer como necessária sob a condição de outro fenômeno é a dos efeitos resultant",0
critica_da_razao_pura.pdf,"outro fenômeno é a dos efeitos resultantes de causas dadas pela lei de causalidade, não é da existência de coisas (substâncias) senão somente da de seus estados que poderemos conhecer a ne cessidade, e isto, em virtude das leis empíricas da causalidade, por meio de outros estados conheci dos na percepção. Segue -se, daí que o critério da necessidade re side apenas nesta lei da experiência possível",0
critica_da_razao_pura.pdf,"apenas nesta lei da experiência possível, a saber: que tudo o que sucede está determinado “a priori” no fenômeno por sua causa. Conhecemos apenas a necessidade de “efei tos” naturais, cujas causas nos foram dadas; o caráter da necessidade na existência não se estende além do terreno da experiência possível e todavia nesse terreno não se aplica a existência de coisas como substâncias, posto que e s",0
critica_da_razao_pura.pdf,"e coisas como substâncias, posto que e stas não podem nunca ser consideradas como efeitos empíricos ou como algo que é e que não nasce. A necessidade, pois, refere -se somente às rela ções de fenômenos segundo a lei dinâmica da causalidade e à possibilidade, por nós fundamentada, de deduzir “a priori” de uma existência dada (uma causa) outra existência (o efeito). Tudo o que acontece é hipoteticam",0
critica_da_razao_pura.pdf,"eito). Tudo o que acontece é hipoteticamente necessário; é este um princípio que submete a mudança no mundo a uma lei, isto é, a uma regra da exis tência necessária, sem a qual a própria Natureza não poderia existir. Por este motivo, o princípio: nada acontece por acaso “in mundo non datur casus”, é uma lei “a priori” da Natureza, O mesmo acontece com este outro: não há na Natureza uma necessidade",0
critica_da_razao_pura.pdf,"utro: não há na Natureza uma necessidade cega, senão condicional, e, por conseguinte, inteligente “non datur fatum”. Estes dois princípios são leis que submetem o jogo de mudanças a uma “natureza de coisas (como fenômenos), ou seja, à unidade intelectual, na qual somente pode pertencer à experiência considerada como unidade sintética de fenômenos. Ambos são dinâmicos. O primeiro é propriamente uma",0
critica_da_razao_pura.pdf,"dinâmicos. O primeiro é propriamente uma conseqüência do princípio de causalidade (sob as analogias da experiência). O segundo pertence aos princípios da modalidade, que acrescenta à determinação causal, o conceito de necessidade, porém, necessidade sujeita, sem embargo, a uma regra do entendimento. O princípio da continuidade impossibilita qualquer salto “in mundo non datur saltus” na série de fe",0
critica_da_razao_pura.pdf,"n mundo non datur saltus” na série de fenômenos (das mudanças) e ao mesmo tempo toda lacuna ou vazio entre dois fenômenos no conjunto de todas as intuições no espaço (“non datur hiatus”). Este princípio pode enunciar-se assim: nada existe na experiência que prove um “vacuum” nem que apenas o permita como uma parte da síntese empírica. Porque este vazio, que pode ser concebido fora do campo da expe",0
critica_da_razao_pura.pdf,"pode ser concebido fora do campo da experiência possível (do mundo), não está dentro",0
critica_da_razao_pura.pdf,"da jurisdição do Entendimento somente, o qual unicamente se refere às questões relativas ao uso dos fenômenos dados em relação ao conhecimento empírico, sendo além disso um problema para a razão idealista, que foge da esfera de uma experiência possível para julgar o que circunda e Limita esta mesma esfera. Esta é, portanto, uma questão que deve ser examinada na dialética transcendental. Poderíamos",0
critica_da_razao_pura.pdf," na dialética transcendental. Poderíamos com facilidade representar esses quatro princípios “in mundo non datur hiatus, non datur saltus, non datur casus, non datur fatum” como todos os demais princípios de origem transcendental, na sua ordem, conformando-nos o seu lugar, mas o leitor experimentado fá-lo-á por si mesmo ou encontrará com facilid ade o caminho condutor para isso. Esses princípios co",0
critica_da_razao_pura.pdf," condutor para isso. Esses princípios confirmam todos em que não permitem nada na síntese empírica que possa alcançar o entendimento e ao encadeamento contínuo de todos os fenômenos; quer dizer, à unidade de seus conceitos. Porque o Entendim ento é aquele em que é possível a unidade da experiência onde todas as percepções devem encontrar o seu lugar. É maior o campo da possibilidade e o da realida",0
critica_da_razao_pura.pdf," o campo da possibilidade e o da realidade, e o desta que o da necessidade? Questões são estas interessantes ao extremo e que exigem uma solução sintética, porém que entram nos foros da razão, porque equivalem quase a perguntar se todas as coisas como fenômenos pertencem ao conjunto e ao todo de uma só experiência, da qual toda percepção indicada é somente uma parte, e por conseguinte não poderia ",0
critica_da_razao_pura.pdf,"ma parte, e por conseguinte não poderia ligar-se a outros fenômenos, ou se as minhas percepções podem pertencer (no seu encadeamento geral) a algo mais que a uma única experiência possível. Em geral o Entendimento não nos dá “a prio ri” a experiência mas, apenas, a regra, segundo condições subjetivas e absolutas da sensibilidade e da apercepção, as úmcas que possibilitam essa experiência. Entremen",0
critica_da_razao_pura.pdf," possibilitam essa experiência. Entrementes, foram possíveis outras formas da intuição (Espaço e Tempo), ou outras formas do Entendimento (a forma discursiva do pensamento ou a do conhecimento pelos concei tos), não poderíamos, de forma alguma, concebê-las nem compreendê-las e, se isso fosse possível, não pertenceria sempre à experiência como único conhecimento no qual os objetivos nos foram da do",0
critica_da_razao_pura.pdf,"nto no qual os objetivos nos foram da dos. Porque devem existir mais percepções que as que em geral constituem o todo da nossa experiência possível, e pode, por conseguinte, existir outro campo diferente da matéria? A respeito disto nada pode dizer o Entendimento, que apenas se ocupa da síntese do que está dado. Além disso, a pobreza dos nossos raciocínios comuns com os quais criamos o grande impé",0
critica_da_razao_pura.pdf,"omuns com os quais criamos o grande império da possibilidade, do qual toda coisa real (todo objetivo de experiência) é somente uma mínima parte, e tão patente que salta à vista. Tudo o que é real é possível; resultando dai, natu ralmente, segundo as leis lógicas da inversão, esta proposição particular: algumas coisas possi veis são reais. O que também significa: existem muitas coisas possíveis que",0
critica_da_razao_pura.pdf,"ica: existem muitas coisas possíveis que não são reais. Parece, é certo, que pode ser posto o número do possível muito por ci ma do real, porque é preciso acrescentar algo àquele para que resulte isto. Mas desconheço esta adição ao possível, porque o que seria preciso acrescentar seria impossível. A única coisa que no meu entendimento poderia acrescentar-se à conformidade com as condições normais ",0
critica_da_razao_pura.pdf,à conformidade com as condições normais da,0
critica_da_razao_pura.pdf,"experiência é o entrosamento com al guma percepção, e o que está entrosado com uma percepção, segundo as leis empíricas, é real, em bora não seja imediatamente percebido. Mas não podemos deduzir pelo que é dado, e menos ainda se nada nos foi dado (porque nada, absolutamente nada, pode ser pensado sem matéria), que no entrosamento universal, com aquilo que nos é dado na percepção, possa existir out",0
critica_da_razao_pura.pdf,"s é dado na percepção, possa existir outra série de fenômenos, e por conseguinte seja possível mais de uma experiência, a única que tudo compreende. Porém, o que é possível apenas sob as próprias condições, simplesmente possíveis, não o é sob “todas as relações”. E sem embargo, a questão deve ser considerada sob este ponto de vista geral quando se trata de sabermos se há possibilid ade das coisas ",0
critica_da_razao_pura.pdf,"abermos se há possibilid ade das coisas se estender além da experiência. Mencionei estas questões apenas para não deixar qualquer lacuna no que pertence, segundo a opinião geral, aos conceitos do Entendimento. Porém, na realidade, a possibilidade absoluta (que é a que vale sob todos os conceitos) não é um simples conceito do Entendimento e não pode ter ne nhum uso empírico; pertence exclusivamente",0
critica_da_razao_pura.pdf,"um uso empírico; pertence exclusivamente à Razão, que sobrepuja todo uso empírico possível do Entendimento. Foi por isso que nos contentamos com uma ligeira observação crítica, deixando as coisas no mesmo estado em que estavam até que mais tarde façamos das mesmas um estudo meticuloso. Antes de terminarmos este quarto número e com ele o sistema de todos os princípios do Entendimento puro, devo exp",0
critica_da_razao_pura.pdf,"rincípios do Entendimento puro, devo explicar por que chamei de postula dos aos princípios da modalidade. Não considero aqui essa palavra no sentido que lhe deram alguns filósofos modernos contra a teoria dos matemáticos, aos quais propriamente pertencem; quero dizer, como significando uma proposição que foi dada como imediata mente certa, porém sem justificá-la nem demonstrá-la. Porque se admitir",0
critica_da_razao_pura.pdf,"á-la nem demonstrá-la. Porque se admitirmos que deve conceder-se um assentimento absoluto logo à primeira vista e sem dedução das proposições sintéticas por evi dentes que estas sejam, destrói-se com isso toda crítica do Entendimento. Como não faltam pretensões absurdas às quais nem a fé comum é recusada (sem ser uma autoridade), nosso Entendimento ficaria aberto a todas as opiniões sem que fosse ",0
critica_da_razao_pura.pdf,"berto a todas as opiniões sem que fosse possível negar sua aceitação a proposições que, mesmo ilegítimas, exigiriam serem aceitas como verdadeiros axiomas. Assim, pois, quando uma determinação “a priori” é acrescida sinteticamente ao conceito de uma coisa, é preciso unir necessariamente a uma proposição dessa espécie, senão uma prova, pelo menos uma dedução da legitimidade desta asserção. Mas, os ",0
critica_da_razao_pura.pdf,"da legitimidade desta asserção. Mas, os princípios da modalidade não são objetivamente sintéticos, porque os predicados da possibilidade, da realidade e da necessidade, não estendem sequer o conceito a que se aplicam, quando acrescentam algo à representação do obje tivo. E, embora sejam sempre sintéticos, não o são, entretanto, senão subjetivamente; isto é, que aplicam ao conceito de uma coisa (do",0
critica_da_razao_pura.pdf,"que aplicam ao conceito de uma coisa (do real), do qual nada mais dizem, a faculdade de conhecer onde tem sua origem e base. Se esse conceito é idêntico no Entendimento com as condições formais da experiência, chama -se então como possível ao seu objetivo; mas, se estiver encadeado com a percepção (com a sensação como matéria dos sentidos) e determinado por ela mediante o Entendimento,",0
critica_da_razao_pura.pdf,"ela mediante o Entendimento,",0
critica_da_razao_pura.pdf,"chama -se real ao seu objeto, e se, finalmente, está determinado pelo en trosamento das percepções segundo conceitos, então o seu objetivo é necessário. Os princípios da modalidade não exprimem, pois, com referência a um conceito, apenas que o ato da faculdade de conhecer que o produz. Entretanto, denominam -se postulados em Matemática à proposição prática que somente contém a síntese pela qual ob",0
critica_da_razao_pura.pdf,"ue somente contém a síntese pela qual obtemos um objeto e produzimos o conceito; com uma linha dada descrever de um ponto determinado um círculo numa superfície. Semelhante proposiç ão não pode ser demonstrada porque o procedimento exigido é justamente aquele que produzimos primeiramente, o conceito dessa figura. Podemos, portanto, da mesma forma, postular os princípios da modalidade, posto que nã",0
critica_da_razao_pura.pdf,"s princípios da modalidade, posto que não estende seu conceito das coisas (18) senão que se limitam a mostrar a maneira como esse conceito em geral está ligado à faculdade de conhecer. Observação Geral Sobre o Sistema dos Princípios Uma coisa mui digna de nota que nós não podemos perceber pela categoria só a possibilidade de alg uma coisa, mas que tenhamos sempre necessidade de uma intuição para d",0
critica_da_razao_pura.pdf,"empre necessidade de uma intuição para descobrir a realidade objetiva do conceito do entendimento. Tomemos, por exemplo, as categorias de rela ção. Como primeiro, qualquer coisa pode existir como sujeito e não como simples determinação de outra coisa; quer dizer, como pode ser substância; ou, segundo, porque um algo é, outro também deve ser; por conseguinte, como algo em geral pode ser causa; ou, ",0
critica_da_razao_pura.pdf," como algo em geral pode ser causa; ou, terceiro, como quando muitas coisas são, porque uma existe, algo nas outras a segue, e reciprocamente, e como um comércio de substâncias pode assim estabelecer-se. Simples conceitos não podem indicar-nos isso. E assim se dá com todas as outras categorias. P. ex.: como uma coisa pode ser idêntica a muitas, quer dizer, como pode ser uma quantidade etc.. Assim,",0
critica_da_razao_pura.pdf,"omo pode ser uma quantidade etc.. Assim, enquanto a intuição falta não se sabe pelas categorias, se pensa um objeto, nem se em geral pode convir-lhe um objeto; por onde se vê que por si mesmos não são conhecimentos, mas simples formas de pensar, que servem para trans formar em conhecimentos as intuições dadas. Resulta também que nenhuma proposição sintética podemos tirar somente das categorias. Qu",0
critica_da_razao_pura.pdf,"podemos tirar somente das categorias. Quando digo, por exemplo, que em toda exis tência há uma substância, quer dizer, algo que só como sujeito pode existir e não como simples predicado, ou que uma coisa é um “quantum”, em tudo isso nada há que nos sirva para sair de um conceito dado a uni -lo a outro. Assim, pois, nunca se pôde provar por simples conceitos puros do entendimento uma proposição sin",0
critica_da_razao_pura.pdf,"puros do entendimento uma proposição sintética; esta, por exemplo: tudo que existe acidentalmente tem uma cau sa. Quanto nisto se tem feito é demonstrar que, sem esta relação, não compreenderíamos a existência acidental; quer dizer, que não podemos conhecer “a priori"", pelo entendimento, a existência de tal coisa. Mas não se segue disto que esta relação seja a condição da possibilidade da coisa me",0
critica_da_razao_pura.pdf," a condição da possibilidade da coisa mesma. Se recordamos nossa prova do princípio de causalidade, que tudo que ocorre (todo",0
critica_da_razao_pura.pdf,"evento) supõe uma causa, se advertirá que não podemos realizá-la mais do que em relação aos objetos da experiência, por conseguinte como princípio do conhecimento de um objeto dado na intuição empírica e não só por conceitos. Não se pode, porém, negar que esta proposição: todo evento tem uma causa, não seja evidente para todos por sim ples conceitos; mas então o conceito de acidente está já entend",0
critica_da_razao_pura.pdf,"ão o conceito de acidente está já entendido de tal maneira que contém, não a categoria de modali dade (como algo cuja não existência pode conceber-se) mas a de relação (como algo que só pode existir como conseqüencia de outra coisa); e, neste caso, a proposição é por completo idêntica a esta outra; tudo o que não pode existir, senão como conseqüência, tem sua causa. Com efeito, quando queremos dar",0
critica_da_razao_pura.pdf,"a causa. Com efeito, quando queremos dar exemplos de existência aci dental, recorremos sempre a mudanças e não à simples possibilidade de conceber o contrário.(19) Mudança, porém, é sucessão, e, como tal, não é possível mais senão por uma causa, e cuja não-existência, por conseguinte, em si é possível. Reconhece-se desse modo a contingência em que não pode existir senão como efeito de uma causa. Q",0
critica_da_razao_pura.pdf,"xistir senão como efeito de uma causa. Quando se admite, pois, uma coisa como contin gente, é uma proposição analítica dizer que tem uma causa. Todavia, é mais notável que para compreender a possibilidade de coisas pelas categorias, e, por conseguinte, para demonstrar a realidade objetiva destas últimas, tenhamos sempre necessidade, não só de intuição, como também de intuições exteriores. Tomemos,",0
critica_da_razao_pura.pdf,"também de intuições exteriores. Tomemos, por exemplo, os conceitos puros de relação e achamos: 1.° Para dar ao conceito de substância na in tuição algo de fixo que corresponda (provando com isto a realidade objetiva desse conceito), temos necessidade de uma intuição no espaço (da intuição da matéria), porque só o espaço determina constantemente, enquanto que o tempo, e por conseguinte, quando se e",0
critica_da_razao_pura.pdf," o tempo, e por conseguinte, quando se encontra no sentido interior, transcorre sem cessar. 2.° Para apresentar a mudança como intuição correspondente ao conceito de causalidade, somos obrigados a tomar como exemplo o movimento, como mudança no espaço; e somente assim podemos fazer-nos perceptíveis mudanças cuja possibi lidade não pode compreender nenhum entendimento puro. Mudança é união de deter",0
critica_da_razao_pura.pdf,"endimento puro. Mudança é união de determinações contraditoriamente opostas entre si na existência de uma só e mesma coisa. Mas, como agora é possível que de um estado dado siga, na mesma coisa, outro estado que lhe seja oposto? Coisa é esta que não pode compreender nenhuma razão sem exemplos, não podendo ser inteligível sem uma intuição. Esta intuição é a do movimento de um ponto no espaço, cuja ",0
critica_da_razao_pura.pdf,"o movimento de um ponto no espaço, cuja existência em diferentes lugares (como conseqüência de determinações contrárias) nos faz perceber a mudança; porque, ainda para que possamos conceber mudanças internas, é mister que nos representemos o tempo de uma maneira figurada, como forma do sentido traçado desta linha (pelo movimento), e, por conseguinte, nossa existência sucessiva em diferentes estado",0
critica_da_razao_pura.pdf,"xistência sucessiva em diferentes estados por uma intuição exterior. A razão consiste em toda mudança como algo fixo na intuição, ainda que para poder ser percebido supõe como mudança e que não se encontre no sentido interno nenhuma intuição fixa. 3.° Enfim, a categoria de reciprocidade não pode ser compreendida, quanto a sua possibilidade, só pela razão; e, por conseguinte, a realidade objetiva d",0
critica_da_razao_pura.pdf," por conseguinte, a realidade objetiva desse conceito não pode ser apercebida sem intuição, e intuição exterior no espaço. Com efeito, como conceber a possib ilidade de que, existindo muitas substâncias, da existência de uma resulta algo (com",0
critica_da_razao_pura.pdf,"efeito) na da outra, e reciprocamente; e que, por conseguinte, pela razão que existe algo na primeira que só pela existência da segunda pode compreender-se, deva suceder outro tanto com a segunda com respeito à primeira? Porque isto é necessário para que exista reciprocidade; mas que não pode compreender- se de coisas que subsistem umas de outras por sua substância, completamente isoladas. Assim, ",0
critica_da_razao_pura.pdf,"stância, completamente isoladas. Assim, Leibnitz, ainda, atribui ndo uma reciprocidade às substâncias do mundo, mas às substâncias tais como as concebe só o entendimento, teve necessidade de recorrer à intervenção da divindade; porque viu com razão que esse comércio de substâncias era incompreensível só por sua existência. Mas nós outros podemos fazer-nos admissível a possibilidade desta reciproci",0
critica_da_razao_pura.pdf,"missível a possibilidade desta reciprocidade de substâncias como fenômenos, representando-as no espaço, por conseguinte, na intuição exterior; porque o espaço contém “a priori” relações formais exteriores como condiç ões da possibilidade de relações reais em si na ação e na reação, por conseguinte, na reciprocidade. Assim mesmo é fácil provar que a possibilidade de coisas como quantidades, e, por ",0
critica_da_razao_pura.pdf,"dade de coisas como quantidades, e, por conseguinte, a realidade objetiva da categoria de quantidade, não podem ser expostas senão na intuição exterior, nem aplicadas depois ao sentido interno senão por meio dessa intuição. Para não ser prolixo deixo os exemplos ao cuidado do leitor. Toda esta observação é de grande importância, não só para confirmar nossa precedente refutação do idealismo, como t",0
critica_da_razao_pura.pdf,"recedente refutação do idealismo, como também ainda para, quando se falar do conhecimento em si a simples consciência interna, e a determinação de nossa natureza sem o auxílio de intuições empíricas, fazer-nos ver os estreitos limites da possibilidade de semelhante conhecimento. Esta já é a última conseqüência de toda esta seção. Todos os princípios do entendimento puro não são mais do que princíp",0
critica_da_razao_pura.pdf,"dimento puro não são mais do que princípios “a priori” da possi bilidade da experiência; com esta unicamente se relacionam todos os princípios sintéticos “ a priori”, e sua mesma possibilidade radica por completo nesta relação. ** * NOTAS (1) Intuição, como Kant aqui a define, é a representação imediata que faço de um objeto. O conhecimento de um objeto não tem que ser sempre imediato, pois sem ne",0
critica_da_razao_pura.pdf,"tem que ser sempre imediato, pois sem necessidade de contempla -lo imediatamente posso obter o seu conhecimento. Com efeito: seja um objeto qualquer, o Pacaembu, por exemplo. Posso conhecê-lo, representando-o em todos os seus elementos, e pelas explicações fornecidas ter do mesmo um conhecimento mais ou menos perfeito. Tal conhecimento será sempre imediato, porque nele intervie ram uma série de re",0
critica_da_razao_pura.pdf,"porque nele intervie ram uma série de representações, que as informações daquele que nos descreveu o Pacaembu, foi despertando em mim. Mas este, que é um meio de conhecer, não é o único. Eu posso, sem intermediários, ir ver o Pacaembu. Neste caso não tenho uma representação de representações como antes, mas sim uma representação imediata, quer dizer, uma representação do objeto. Intuição é, pois, ",0
critica_da_razao_pura.pdf,"resentação do objeto. Intuição é, pois, uma representação imediatamente relacionada com o objet o. É um modo de conhecimento",0
critica_da_razao_pura.pdf,"imediato; assim como o primeiro é imediato: por concei tos e imagens. A intuição, por conseguinte, é um elemento muito importante de nosso conhecimento. É a primeira relação e a mais imediata que com o objeto pode manter. De sorte que um conceito que careça de intuição que lhe corresponda, não pode fornecer nenhum conhecimento imediato. Deve -se ter desde já na lembrança esta observação, para acom",0
critica_da_razao_pura.pdf," na lembrança esta observação, para acompanhar Kant no desenvolvimento dos seus primeiros princípios. Náo se esqueça, tampouco, que todo pensamento se propõe como meio de intuições, e que quando um pensamento carece de intuição, é porque não tem objeto a que referir-se imediatamente, é portanto vão, e os conceitos que produz, vazios, sem conteúdo algum, pois este só pode ser dado pela intuição. Te",0
critica_da_razao_pura.pdf," este só pode ser dado pela intuição. Terá, é verdade, um objeto o conceito desta classe, mas sera um outro conceito, e estaremos no mesmo caso se carece de intuição, ou uma imagem da fantasia, quer dizer, uma intuição da ima ginação e nada mais, conceitos assim, sendo obje to, são conceitos vazios, são simples negações, como dizia Kant: nihil privativum; de nenhuma maneira, conceitos reais; dizem",0
critica_da_razao_pura.pdf," nenhuma maneira, conceitos reais; dizem o que uma coisa não é, e não o que ela é, pois só o conceito que possui um objeto é um ens reale. Disto resultará, depois, com todo rigor, que não podemos conhecer a Deus, porque este objeto, Deus, nunca se nos apresenta intuitivamente. Teremos, certamente, o seu conceito, mas não o seu conhecimento imediato, pois não é Deus um objeto sensível, um fenômeno,",0
